Date,"Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
17-01-1985,3.183
18-01-1985,3.184
22-01-1985,3.171
23-01-1985,3.182
24-01-1985,3.158
25-01-1985,3.166
28-01-1985,3.167
29-01-1985,3.177
30-01-1985,3.17
31-01-1985,3.163
01-02-1985,3.18
04-02-1985,3.214
05-02-1985,3.226
06-02-1985,3.223
07-02-1985,3.246
08-02-1985,3.258
11-02-1985,3.276
13-02-1985,3.302
14-02-1985,3.29
15-02-1985,3.267
19-02-1985,3.315
20-02-1985,3.337
21-02-1985,3.358
22-02-1985,3.388
25-02-1985,3.453
26-02-1985,3.435
27-02-1985,3.335
28-02-1985,3.344
01-03-1985,3.354
04-03-1985,3.376
05-03-1985,3.432
06-03-1985,3.385
07-03-1985,3.397
08-03-1985,3.415
11-03-1985,3.339
12-03-1985,3.346
13-03-1985,3.357
14-03-1985,3.386
15-03-1985,3.378
18-03-1985,3.341
19-03-1985,3.277
20-03-1985,3.258
21-03-1985,3.21
22-03-1985,3.228
25-03-1985,3.237
26-03-1985,3.209
27-03-1985,3.127
28-03-1985,3.131
29-03-1985,3.083
01-04-1985,3.119
02-04-1985,3.154
03-04-1985,3.122
04-04-1985,3.178
05-04-1985,3.175
08-04-1985,3.164
09-04-1985,3.141
10-04-1985,3.135
11-04-1985,3.074
12-04-1985,3.06
15-04-1985,3.027
16-04-1985,3.028
17-04-1985,3.037
18-04-1985,2.98
19-04-1985,2.979
22-04-1985,3.02
23-04-1985,3.08
24-04-1985,3.119
25-04-1985,3.15
26-04-1985,3.133
29-04-1985,3.11
30-04-1985,3.098
01-05-1985,3.149
02-05-1985,3.178
03-05-1985,3.219
06-05-1985,3.222
07-05-1985,3.168
08-05-1985,3.194
09-05-1985,3.112
10-05-1985,3.121
13-05-1985,3.073
14-05-1985,3.045
15-05-1985,3.077
16-05-1985,3.09
17-05-1985,3.068
20-05-1985,3.036
21-05-1985,3.067
22-05-1985,3.079
23-05-1985,3.083
24-05-1985,3.094
28-05-1985,3.113
29-05-1985,3.079
30-05-1985,3.081
31-05-1985,3.059
03-06-1985,3.043
04-06-1985,3.055
05-06-1985,3.074
06-06-1985,3.058
07-06-1985,3.08
10-06-1985,3.102
11-06-1985,3.089
12-06-1985,3.09
13-06-1985,3.1
14-06-1985,3.058
17-06-1985,3.062
18-06-1985,3.03
19-06-1985,3.02
20-06-1985,3.075
21-06-1985,3.064
24-06-1985,3.07
25-06-1985,3.071
26-06-1985,3.044
27-06-1985,3.06
28-06-1985,3.029
01-07-1985,3.042
02-07-1985,3.046
03-07-1985,3.034
05-07-1985,3.007
08-07-1985,2.983
09-07-1985,2.96
10-07-1985,2.938
11-07-1985,2.919
12-07-1985,2.891
15-07-1985,2.879
16-07-1985,2.886
17-07-1985,2.837
18-07-1985,2.874
19-07-1985,2.889
22-07-1985,2.898
23-07-1985,2.85
24-07-1985,2.889
25-07-1985,2.864
26-07-1985,2.863
29-07-1985,2.823
30-07-1985,2.816
31-07-1985,2.8
01-08-1985,2.823
02-08-1985,2.825
05-08-1985,2.826
06-08-1985,2.85
07-08-1985,2.847
08-08-1985,2.829
09-08-1985,2.832
12-08-1985,2.798
13-08-1985,2.787
14-08-1985,2.791
15-08-1985,2.764
16-08-1985,2.758
19-08-1985,2.764
20-08-1985,2.779
21-08-1985,2.767
22-08-1985,2.743
23-08-1985,2.753
26-08-1985,2.773
27-08-1985,2.792
28-08-1985,2.772
29-08-1985,2.779
30-08-1985,2.811
03-09-1985,2.854
04-09-1985,2.851
05-09-1985,2.862
06-09-1985,2.932
09-09-1985,2.944
10-09-1985,2.941
11-09-1985,2.961
12-09-1985,2.944
13-09-1985,2.9
16-09-1985,2.882
17-09-1985,2.892
18-09-1985,2.907
19-09-1985,2.901
20-09-1985,2.848
23-09-1985,2.732
24-09-1985,2.716
25-09-1985,2.68
26-09-1985,2.662
27-09-1985,2.678
30-09-1985,2.679
01-10-1985,2.653
02-10-1985,2.649
03-10-1985,2.62
04-10-1985,2.635
07-10-1985,2.651
08-10-1985,2.647
09-10-1985,2.648
10-10-1985,2.657
11-10-1985,2.658
15-10-1985,2.663
16-10-1985,2.685
17-10-1985,2.649
18-10-1985,2.638
21-10-1985,2.638
22-10-1985,2.645
23-10-1985,2.638
24-10-1985,2.651
25-10-1985,2.654
28-10-1985,2.643
29-10-1985,2.622
30-10-1985,2.624
31-10-1985,2.619
01-11-1985,2.602
04-11-1985,2.598
05-11-1985,2.614
06-11-1985,2.6
07-11-1985,2.628
08-11-1985,2.624
12-11-1985,2.624
13-11-1985,2.615
14-11-1985,2.616
15-11-1985,2.624
18-11-1985,2.615
19-11-1985,2.599
20-11-1985,2.613
21-11-1985,2.594
22-11-1985,2.578
25-11-1985,2.566
26-11-1985,2.551
27-11-1985,2.543
29-11-1985,2.513
02-12-1985,2.522
03-12-1985,2.534
04-12-1985,2.52
05-12-1985,2.519
06-12-1985,2.526
09-12-1985,2.535
10-12-1985,2.54
11-12-1985,2.543
12-12-1985,2.515
13-12-1985,2.522
16-12-1985,2.524
17-12-1985,2.512
18-12-1985,2.518
19-12-1985,2.517
20-12-1985,2.512
23-12-1985,2.505
24-12-1985,2.506
26-12-1985,2.505
27-12-1985,2.473
30-12-1985,2.465
31-12-1985,2.447
02-01-1986,2.438
03-01-1986,2.461
06-01-1986,2.448
07-01-1986,2.445
08-01-1986,2.457
09-01-1986,2.448
10-01-1986,2.456
13-01-1986,2.463
14-01-1986,2.468
15-01-1986,2.463
16-01-1986,2.468
17-01-1986,2.465
21-01-1986,2.458
22-01-1986,2.449
23-01-1986,2.455
24-01-1986,2.417
27-01-1986,2.399
28-01-1986,2.398
29-01-1986,2.389
30-01-1986,2.379
31-01-1986,2.388
03-02-1986,2.401
04-02-1986,2.415
05-02-1986,2.386
06-02-1986,2.392
07-02-1986,2.41
10-02-1986,2.386
11-02-1986,2.375
12-02-1986,2.368
13-02-1986,2.349
14-02-1986,2.347
18-02-1986,2.344
19-02-1986,2.307
20-02-1986,2.308
21-02-1986,2.309
24-02-1986,2.283
25-02-1986,2.245
26-02-1986,2.228
27-02-1986,2.222
28-02-1986,2.231
03-03-1986,2.221
04-03-1986,2.201
05-03-1986,2.267
06-03-1986,2.243
07-03-1986,2.238
10-03-1986,2.281
11-03-1986,2.266
12-03-1986,2.284
13-03-1986,2.296
14-03-1986,2.263
17-03-1986,2.25
18-03-1986,2.248
19-03-1986,2.262
20-03-1986,2.257
21-03-1986,2.242
24-03-1986,2.288
25-03-1986,2.339
26-03-1986,2.33
27-03-1986,2.327
28-03-1986,2.335
31-03-1986,2.345
01-04-1986,2.343
02-04-1986,2.374
03-04-1986,2.393
04-04-1986,2.389
07-04-1986,2.397
08-04-1986,2.339
09-04-1986,2.343
10-04-1986,2.328
11-04-1986,2.307
14-04-1986,2.313
15-04-1986,2.314
16-04-1986,2.25
17-04-1986,2.218
18-04-1986,2.218
21-04-1986,2.207
22-04-1986,2.203
23-04-1986,2.196
24-04-1986,2.201
25-04-1986,2.176
28-04-1986,2.165
29-04-1986,2.176
30-04-1986,2.165
01-05-1986,2.205
02-05-1986,2.215
05-05-1986,2.188
06-05-1986,2.208
07-05-1986,2.197
08-05-1986,2.18
09-05-1986,2.178
12-05-1986,2.174
13-05-1986,2.198
14-05-1986,2.185
15-05-1986,2.197
16-05-1986,2.211
19-05-1986,2.224
20-05-1986,2.241
21-05-1986,2.243
22-05-1986,2.279
23-05-1986,2.276
27-05-1986,2.274
28-05-1986,2.28
29-05-1986,2.306
30-05-1986,2.325
02-06-1986,2.325
03-06-1986,2.274
04-06-1986,2.279
05-06-1986,2.238
06-06-1986,2.23
09-06-1986,2.236
10-06-1986,2.22
11-06-1986,2.214
12-06-1986,2.21
13-06-1986,2.209
16-06-1986,2.201
17-06-1986,2.241
18-06-1986,2.241
19-06-1986,2.233
20-06-1986,2.246
23-06-1986,2.249
24-06-1986,2.222
25-06-1986,2.216
26-06-1986,2.221
27-06-1986,2.204
30-06-1986,2.201
01-07-1986,2.176
02-07-1986,2.189
03-07-1986,2.174
07-07-1986,2.183
08-07-1986,2.181
09-07-1986,2.187
10-07-1986,2.175
11-07-1986,2.189
14-07-1986,2.181
15-07-1986,2.166
16-07-1986,2.15
17-07-1986,2.148
18-07-1986,2.131
21-07-1986,2.121
22-07-1986,2.138
23-07-1986,2.133
24-07-1986,2.138
25-07-1986,2.146
28-07-1986,2.114
29-07-1986,2.112
30-07-1986,2.114
31-07-1986,2.094
01-08-1986,2.084
04-08-1986,2.084
05-08-1986,2.09
06-08-1986,2.085
07-08-1986,2.067
08-08-1986,2.07
11-08-1986,2.061
12-08-1986,2.078
13-08-1986,2.071
14-08-1986,2.063
15-08-1986,2.063
18-08-1986,2.071
19-08-1986,2.059
20-08-1986,2.049
21-08-1986,2.043
22-08-1986,2.045
25-08-1986,2.043
26-08-1986,2.05
27-08-1986,2.046
28-08-1986,2.05
29-08-1986,2.035
02-09-1986,2.032
03-09-1986,2.027
04-09-1986,2.03
05-09-1986,2.048
08-09-1986,2.072
09-09-1986,2.06
10-09-1986,2.064
11-09-1986,2.092
12-09-1986,2.061
15-09-1986,2.052
16-09-1986,2.049
17-09-1986,2.029
18-09-1986,1.99
19-09-1986,1.992
22-09-1986,2.031
23-09-1986,2.052
24-09-1986,2.048
25-09-1986,2.046
26-09-1986,2.046
29-09-1986,2.026
30-09-1986,2.027
01-10-1986,2.022
02-10-1986,2.007
03-10-1986,2
06-10-1986,1.991
07-10-1986,2.002
08-10-1986,1.997
09-10-1986,2.004
10-10-1986,1.987
14-10-1986,1.975
15-10-1986,1.974
16-10-1986,1.976
17-10-1986,1.975
20-10-1986,1.988
21-10-1986,1.989
22-10-1986,1.986
23-10-1986,1.995
24-10-1986,2.032
27-10-1986,2.047
28-10-1986,2.034
29-10-1986,2.03
30-10-1986,2.053
31-10-1986,2.061
03-11-1986,2.064
04-11-1986,2.058
05-11-1986,2.064
06-11-1986,2.062
07-11-1986,2.066
10-11-1986,2.046
12-11-1986,2.023
13-11-1986,2.011
14-11-1986,2.003
17-11-1986,2.014
18-11-1986,2.013
19-11-1986,2.008
20-11-1986,2.009
21-11-1986,2.022
24-11-1986,2.019
25-11-1986,1.994
26-11-1986,1.992
28-11-1986,1.973
01-12-1986,1.966
02-12-1986,1.973
03-12-1986,1.973
04-12-1986,1.993
05-12-1986,2.001
08-12-1986,2.01
09-12-1986,2.019
10-12-1986,2.012
11-12-1986,2.017
12-12-1986,2.017
15-12-1986,2.018
16-12-1986,2.019
17-12-1986,2.016
18-12-1986,2.01
19-12-1986,2.007
22-12-1986,1.979
23-12-1986,1.966
24-12-1986,1.968
26-12-1986,1.963
29-12-1986,1.943
30-12-1986,1.947
31-12-1986,1.924
02-01-1987,1.918
05-01-1987,1.931
06-01-1987,1.92
07-01-1987,1.928
08-01-1987,1.921
09-01-1987,1.919
12-01-1987,1.892
13-01-1987,1.876
14-01-1987,1.836
15-01-1987,1.842
16-01-1987,1.845
20-01-1987,1.839
21-01-1987,1.848
22-01-1987,1.815
23-01-1987,1.826
26-01-1987,1.824
27-01-1987,1.806
28-01-1987,1.789
29-01-1987,1.787
30-01-1987,1.833
02-02-1987,1.807
03-02-1987,1.799
04-02-1987,1.814
05-02-1987,1.841
06-02-1987,1.856
09-02-1987,1.818
10-02-1987,1.798
11-02-1987,1.817
12-02-1987,1.825
13-02-1987,1.83
17-02-1987,1.815
18-02-1987,1.828
19-02-1987,1.835
20-02-1987,1.828
23-02-1987,1.831
24-02-1987,1.835
25-02-1987,1.83
26-02-1987,1.823
27-02-1987,1.828
02-03-1987,1.832
03-03-1987,1.834
04-03-1987,1.839
05-03-1987,1.832
06-03-1987,1.84
09-03-1987,1.855
10-03-1987,1.857
11-03-1987,1.871
12-03-1987,1.861
13-03-1987,1.853
16-03-1987,1.838
17-03-1987,1.839
18-03-1987,1.837
19-03-1987,1.834
20-03-1987,1.835
23-03-1987,1.821
24-03-1987,1.822
25-03-1987,1.827
26-03-1987,1.829
27-03-1987,1.824
30-03-1987,1.803
31-03-1987,1.802
01-04-1987,1.821
02-04-1987,1.815
03-04-1987,1.826
06-04-1987,1.826
07-04-1987,1.827
08-04-1987,1.84
09-04-1987,1.824
10-04-1987,1.807
13-04-1987,1.811
14-04-1987,1.803
15-04-1987,1.807
16-04-1987,1.812
17-04-1987,1.816
20-04-1987,1.813
21-04-1987,1.817
22-04-1987,1.825
23-04-1987,1.813
24-04-1987,1.791
27-04-1987,1.783
28-04-1987,1.796
29-04-1987,1.793
30-04-1987,1.799
01-05-1987,1.782
04-05-1987,1.774
05-05-1987,1.769
06-05-1987,1.774
07-05-1987,1.778
08-05-1987,1.789
11-05-1987,1.797
12-05-1987,1.79
13-05-1987,1.79
14-05-1987,1.787
15-05-1987,1.779
18-05-1987,1.779
19-05-1987,1.778
20-05-1987,1.774
21-05-1987,1.778
22-05-1987,1.779
26-05-1987,1.808
27-05-1987,1.82
28-05-1987,1.816
29-05-1987,1.824
01-06-1987,1.834
02-06-1987,1.804
03-06-1987,1.808
04-06-1987,1.819
05-06-1987,1.814
08-06-1987,1.805
09-06-1987,1.791
10-06-1987,1.796
11-06-1987,1.794
12-06-1987,1.812
15-06-1987,1.825
16-06-1987,1.827
17-06-1987,1.826
18-06-1987,1.825
19-06-1987,1.83
22-06-1987,1.841
23-06-1987,1.834
24-06-1987,1.823
25-06-1987,1.829
26-06-1987,1.827
29-06-1987,1.831
30-06-1987,1.826
01-07-1987,1.829
02-07-1987,1.832
03-07-1987,1.84
06-07-1987,1.84
07-07-1987,1.84
08-07-1987,1.842
09-07-1987,1.839
10-07-1987,1.845
13-07-1987,1.843
14-07-1987,1.85
15-07-1987,1.831
16-07-1987,1.837
17-07-1987,1.859
20-07-1987,1.862
21-07-1987,1.865
22-07-1987,1.864
23-07-1987,1.855
24-07-1987,1.854
27-07-1987,1.855
28-07-1987,1.857
29-07-1987,1.858
30-07-1987,1.856
31-07-1987,1.859
03-08-1987,1.865
04-08-1987,1.892
05-08-1987,1.878
06-08-1987,1.884
07-08-1987,1.89
10-08-1987,1.894
11-08-1987,1.898
12-08-1987,1.893
13-08-1987,1.887
14-08-1987,1.876
17-08-1987,1.877
18-08-1987,1.845
19-08-1987,1.841
20-08-1987,1.828
21-08-1987,1.818
24-08-1987,1.817
25-08-1987,1.823
26-08-1987,1.826
27-08-1987,1.814
28-08-1987,1.81
31-08-1987,1.811
01-09-1987,1.813
02-09-1987,1.803
03-09-1987,1.794
04-09-1987,1.796
08-09-1987,1.793
09-09-1987,1.797
10-09-1987,1.807
11-09-1987,1.8
14-09-1987,1.818
15-09-1987,1.816
16-09-1987,1.816
17-09-1987,1.817
18-09-1987,1.806
21-09-1987,1.815
22-09-1987,1.82
23-09-1987,1.822
24-09-1987,1.822
25-09-1987,1.821
28-09-1987,1.825
29-09-1987,1.84
30-09-1987,1.843
01-10-1987,1.847
02-10-1987,1.843
05-10-1987,1.843
06-10-1987,1.836
07-10-1987,1.826
08-10-1987,1.823
09-10-1987,1.814
13-10-1987,1.821
14-10-1987,1.811
15-10-1987,1.801
16-10-1987,1.802
19-10-1987,1.778
20-10-1987,1.808
21-10-1987,1.813
22-10-1987,1.814
23-10-1987,1.787
26-10-1987,1.775
27-10-1987,1.764
28-10-1987,1.753
29-10-1987,1.729
30-10-1987,1.728
02-11-1987,1.713
03-11-1987,1.715
04-11-1987,1.711
05-11-1987,1.669
06-11-1987,1.675
09-11-1987,1.662
10-11-1987,1.665
12-11-1987,1.699
13-11-1987,1.688
16-11-1987,1.704
17-11-1987,1.693
18-11-1987,1.688
19-11-1987,1.681
20-11-1987,1.682
23-11-1987,1.668
24-11-1987,1.687
25-11-1987,1.669
27-11-1987,1.655
30-11-1987,1.641
01-12-1987,1.649
02-12-1987,1.654
03-12-1987,1.66
04-12-1987,1.669
07-12-1987,1.672
08-12-1987,1.669
09-12-1987,1.664
10-12-1987,1.637
11-12-1987,1.632
14-12-1987,1.631
15-12-1987,1.631
16-12-1987,1.631
17-12-1987,1.623
18-12-1987,1.634
21-12-1987,1.635
22-12-1987,1.629
23-12-1987,1.637
24-12-1987,1.629
28-12-1987,1.597
29-12-1987,1.596
30-12-1987,1.594
31-12-1987,1.571
04-01-1988,1.585
05-01-1988,1.627
06-01-1988,1.649
07-01-1988,1.639
08-01-1988,1.651
11-01-1988,1.637
12-01-1988,1.635
13-01-1988,1.633
14-01-1988,1.637
15-01-1988,1.68
19-01-1988,1.676
20-01-1988,1.662
21-01-1988,1.664
22-01-1988,1.676
25-01-1988,1.678
26-01-1988,1.677
27-01-1988,1.671
28-01-1988,1.667
29-01-1988,1.679
01-02-1988,1.692
02-02-1988,1.682
03-02-1988,1.688
04-02-1988,1.69
05-02-1988,1.699
08-02-1988,1.695
09-02-1988,1.701
10-02-1988,1.691
11-02-1988,1.692
12-02-1988,1.714
16-02-1988,1.708
17-02-1988,1.706
18-02-1988,1.711
19-02-1988,1.708
22-02-1988,1.696
23-02-1988,1.692
24-02-1988,1.695
25-02-1988,1.697
26-02-1988,1.688
29-02-1988,1.688
01-03-1988,1.686
02-03-1988,1.694
03-03-1988,1.697
04-03-1988,1.69
07-03-1988,1.677
08-03-1988,1.669
09-03-1988,1.668
10-03-1988,1.665
11-03-1988,1.662
14-03-1988,1.664
15-03-1988,1.666
16-03-1988,1.672
17-03-1988,1.691
18-03-1988,1.697
21-03-1988,1.691
22-03-1988,1.694
23-03-1988,1.692
24-03-1988,1.68
25-03-1988,1.676
28-03-1988,1.661
29-03-1988,1.663
30-03-1988,1.664
31-03-1988,1.656
01-04-1988,1.656
04-04-1988,1.654
05-04-1988,1.67
06-04-1988,1.674
07-04-1988,1.68
08-04-1988,1.673
11-04-1988,1.687
12-04-1988,1.688
13-04-1988,1.694
14-04-1988,1.663
15-04-1988,1.661
18-04-1988,1.658
19-04-1988,1.663
20-04-1988,1.664
21-04-1988,1.664
22-04-1988,1.673
25-04-1988,1.678
26-04-1988,1.675
27-04-1988,1.675
28-04-1988,1.669
29-04-1988,1.675
02-05-1988,1.679
03-05-1988,1.677
04-05-1988,1.68
05-05-1988,1.679
06-05-1988,1.681
09-05-1988,1.682
10-05-1988,1.679
11-05-1988,1.678
12-05-1988,1.679
13-05-1988,1.683
16-05-1988,1.689
17-05-1988,1.704
18-05-1988,1.705
19-05-1988,1.701
20-05-1988,1.703
23-05-1988,1.702
24-05-1988,1.703
25-05-1988,1.706
26-05-1988,1.708
27-05-1988,1.719
31-05-1988,1.729
01-06-1988,1.726
02-06-1988,1.725
03-06-1988,1.727
06-06-1988,1.717
07-06-1988,1.715
08-06-1988,1.719
09-06-1988,1.72
10-06-1988,1.72
13-06-1988,1.725
14-06-1988,1.748
15-06-1988,1.753
16-06-1988,1.754
17-06-1988,1.753
20-06-1988,1.76
21-06-1988,1.758
22-06-1988,1.779
23-06-1988,1.786
24-06-1988,1.815
27-06-1988,1.819
28-06-1988,1.809
29-06-1988,1.83
30-06-1988,1.817
01-07-1988,1.82
05-07-1988,1.824
06-07-1988,1.822
07-07-1988,1.817
08-07-1988,1.838
11-07-1988,1.846
12-07-1988,1.838
13-07-1988,1.847
14-07-1988,1.848
15-07-1988,1.877
18-07-1988,1.882
19-07-1988,1.864
20-07-1988,1.851
21-07-1988,1.838
22-07-1988,1.826
25-07-1988,1.845
26-07-1988,1.861
27-07-1988,1.849
28-07-1988,1.865
29-07-1988,1.875
01-08-1988,1.877
02-08-1988,1.876
03-08-1988,1.876
04-08-1988,1.881
05-08-1988,1.893
08-08-1988,1.902
09-08-1988,1.916
10-08-1988,1.916
11-08-1988,1.9
12-08-1988,1.881
15-08-1988,1.881
16-08-1988,1.872
17-08-1988,1.913
18-08-1988,1.898
19-08-1988,1.892
22-08-1988,1.92
23-08-1988,1.907
24-08-1988,1.892
25-08-1988,1.864
26-08-1988,1.857
29-08-1988,1.869
30-08-1988,1.868
31-08-1988,1.879
01-09-1988,1.874
02-09-1988,1.859
06-09-1988,1.843
07-09-1988,1.844
08-09-1988,1.849
09-09-1988,1.849
12-09-1988,1.845
13-09-1988,1.85
14-09-1988,1.879
15-09-1988,1.876
16-09-1988,1.877
19-09-1988,1.869
20-09-1988,1.864
21-09-1988,1.875
22-09-1988,1.88
23-09-1988,1.876
26-09-1988,1.884
27-09-1988,1.879
28-09-1988,1.878
29-09-1988,1.883
30-09-1988,1.873
03-10-1988,1.861
04-10-1988,1.861
05-10-1988,1.863
06-10-1988,1.865
07-10-1988,1.862
11-10-1988,1.852
12-10-1988,1.836
13-10-1988,1.821
14-10-1988,1.813
17-10-1988,1.811
18-10-1988,1.804
19-10-1988,1.811
20-10-1988,1.803
21-10-1988,1.781
24-10-1988,1.789
25-10-1988,1.788
26-10-1988,1.775
27-10-1988,1.776
28-10-1988,1.778
31-10-1988,1.782
01-11-1988,1.786
02-11-1988,1.779
03-11-1988,1.772
04-11-1988,1.794
07-11-1988,1.784
08-11-1988,1.79
09-11-1988,1.761
10-11-1988,1.758
14-11-1988,1.745
15-11-1988,1.746
16-11-1988,1.724
17-11-1988,1.731
18-11-1988,1.736
21-11-1988,1.728
22-11-1988,1.721
23-11-1988,1.717
25-11-1988,1.716
28-11-1988,1.734
29-11-1988,1.727
30-11-1988,1.736
01-12-1988,1.733
02-12-1988,1.731
05-12-1988,1.724
06-12-1988,1.733
07-12-1988,1.76
08-12-1988,1.742
09-12-1988,1.734
12-12-1988,1.743
13-12-1988,1.747
14-12-1988,1.738
15-12-1988,1.749
16-12-1988,1.766
19-12-1988,1.763
20-12-1988,1.777
21-12-1988,1.77
22-12-1988,1.774
23-12-1988,1.777
27-12-1988,1.778
28-12-1988,1.787
29-12-1988,1.789
30-12-1988,1.774
03-01-1989,1.764
04-01-1989,1.788
05-01-1989,1.795
06-01-1989,1.814
09-01-1989,1.829
10-01-1989,1.835
11-01-1989,1.829
12-01-1989,1.825
13-01-1989,1.834
17-01-1989,1.851
18-01-1989,1.871
19-01-1989,1.867
20-01-1989,1.844
23-01-1989,1.838
24-01-1989,1.843
25-01-1989,1.843
26-01-1989,1.845
27-01-1989,1.863
30-01-1989,1.859
31-01-1989,1.879
01-02-1989,1.864
02-02-1989,1.869
03-02-1989,1.88
06-02-1989,1.879
07-02-1989,1.868
08-02-1989,1.872
09-02-1989,1.86
10-02-1989,1.862
13-02-1989,1.87
14-02-1989,1.85
15-02-1989,1.844
16-02-1989,1.842
17-02-1989,1.837
21-02-1989,1.842
22-02-1989,1.836
23-02-1989,1.822
24-02-1989,1.824
27-02-1989,1.818
28-02-1989,1.823
01-03-1989,1.837
02-03-1989,1.842
03-03-1989,1.841
06-03-1989,1.853
07-03-1989,1.854
08-03-1989,1.859
09-03-1989,1.862
10-03-1989,1.863
13-03-1989,1.868
14-03-1989,1.858
15-03-1989,1.872
16-03-1989,1.872
17-03-1989,1.876
20-03-1989,1.876
21-03-1989,1.873
22-03-1989,1.869
23-03-1989,1.872
24-03-1989,1.874
27-03-1989,1.883
28-03-1989,1.894
29-03-1989,1.892
30-03-1989,1.898
31-03-1989,1.897
03-04-1989,1.883
04-04-1989,1.871
05-04-1989,1.872
06-04-1989,1.869
07-04-1989,1.875
10-04-1989,1.88
11-04-1989,1.887
12-04-1989,1.886
13-04-1989,1.874
14-04-1989,1.871
17-04-1989,1.856
18-04-1989,1.853
19-04-1989,1.862
20-04-1989,1.847
21-04-1989,1.849
24-04-1989,1.861
25-04-1989,1.866
26-04-1989,1.879
27-04-1989,1.877
28-04-1989,1.88
01-05-1989,1.891
02-05-1989,1.887
03-05-1989,1.89
04-05-1989,1.892
05-05-1989,1.899
08-05-1989,1.908
09-05-1989,1.916
10-05-1989,1.905
11-05-1989,1.914
12-05-1989,1.92
15-05-1989,1.942
16-05-1989,1.944
17-05-1989,1.973
18-05-1989,1.967
19-05-1989,1.97
22-05-1989,2.009
23-05-1989,2.008
24-05-1989,2.012
25-05-1989,1.995
26-05-1989,1.99
30-05-1989,2.009
31-05-1989,1.976
01-06-1989,1.984
02-06-1989,1.958
05-06-1989,1.963
06-06-1989,1.98
07-06-1989,1.962
08-06-1989,1.978
09-06-1989,2.003
12-06-1989,2.025
13-06-1989,2.027
14-06-1989,2.03
15-06-1989,2.024
16-06-1989,1.992
19-06-1989,1.974
20-06-1989,1.978
21-06-1989,1.97
22-06-1989,1.96
23-06-1989,1.941
26-06-1989,1.958
27-06-1989,1.957
28-06-1989,1.965
29-06-1989,1.956
30-06-1989,1.955
03-07-1989,1.929
05-07-1989,1.89
06-07-1989,1.891
07-07-1989,1.884
10-07-1989,1.858
11-07-1989,1.881
12-07-1989,1.876
13-07-1989,1.882
14-07-1989,1.904
17-07-1989,1.907
18-07-1989,1.892
19-07-1989,1.902
20-07-1989,1.901
21-07-1989,1.906
24-07-1989,1.909
25-07-1989,1.896
26-07-1989,1.875
27-07-1989,1.869
28-07-1989,1.888
31-07-1989,1.866
01-08-1989,1.865
02-08-1989,1.852
03-08-1989,1.866
04-08-1989,1.897
07-08-1989,1.906
08-08-1989,1.891
09-08-1989,1.901
10-08-1989,1.892
11-08-1989,1.939
14-08-1989,1.939
15-08-1989,1.947
16-08-1989,1.942
17-08-1989,1.969
18-08-1989,1.95
21-08-1989,1.952
22-08-1989,1.941
23-08-1989,1.957
24-08-1989,1.959
25-08-1989,1.954
28-08-1989,1.959
29-08-1989,1.938
30-08-1989,1.946
31-08-1989,1.958
01-09-1989,1.978
05-09-1989,1.991
06-09-1989,1.975
07-09-1989,1.985
08-09-1989,1.981
11-09-1989,1.987
12-09-1989,1.988
13-09-1989,1.981
14-09-1989,1.969
15-09-1989,2
18-09-1989,1.953
19-09-1989,1.95
20-09-1989,1.942
21-09-1989,1.944
22-09-1989,1.95
25-09-1989,1.906
26-09-1989,1.889
27-09-1989,1.883
28-09-1989,1.882
29-09-1989,1.873
02-10-1989,1.875
03-10-1989,1.887
04-10-1989,1.878
05-10-1989,1.886
06-10-1989,1.893
10-10-1989,1.897
11-10-1989,1.917
12-10-1989,1.908
13-10-1989,1.891
16-10-1989,1.866
17-10-1989,1.852
18-10-1989,1.854
19-10-1989,1.852
20-10-1989,1.854
23-10-1989,1.856
24-10-1989,1.839
25-10-1989,1.841
26-10-1989,1.838
27-10-1989,1.83
30-10-1989,1.837
31-10-1989,1.841
01-11-1989,1.838
02-11-1989,1.848
03-11-1989,1.848
06-11-1989,1.852
07-11-1989,1.845
08-11-1989,1.846
09-11-1989,1.849
10-11-1989,1.863
13-11-1989,1.862
14-11-1989,1.849
15-11-1989,1.839
16-11-1989,1.836
17-11-1989,1.842
20-11-1989,1.836
21-11-1989,1.821
22-11-1989,1.814
24-11-1989,1.805
27-11-1989,1.79
28-11-1989,1.788
29-11-1989,1.783
30-11-1989,1.78
01-12-1989,1.782
04-12-1989,1.781
05-12-1989,1.777
06-12-1989,1.766
07-12-1989,1.773
08-12-1989,1.772
11-12-1989,1.766
12-12-1989,1.734
13-12-1989,1.74
14-12-1989,1.737
15-12-1989,1.723
18-12-1989,1.726
19-12-1989,1.738
20-12-1989,1.741
21-12-1989,1.726
22-12-1989,1.708
26-12-1989,1.7
27-12-1989,1.69
28-12-1989,1.688
29-12-1989,1.69
02-01-1990,1.709
03-01-1990,1.721
04-01-1990,1.684
05-01-1990,1.681
08-01-1990,1.669
09-01-1990,1.682
10-01-1990,1.68
11-01-1990,1.682
12-01-1990,1.68
16-01-1990,1.695
17-01-1990,1.691
18-01-1990,1.709
19-01-1990,1.705
22-01-1990,1.723
23-01-1990,1.697
24-01-1990,1.687
25-01-1990,1.688
26-01-1990,1.693
29-01-1990,1.679
30-01-1990,1.682
31-01-1990,1.688
01-02-1990,1.682
02-02-1990,1.686
05-02-1990,1.67
06-02-1990,1.658
